Date,Month,Day,Day of the Week,Open,High,Low,Close,Adj Close,Volume,company_name,close_variation,close_variation%,days_since_last_increase,days_since_last_decrease,Will Increase,Predicted
2024-02-07,2,7,2,190.63999938964844,191.0500030517578,188.6100006103516,189.41000366210935,188.91238403320312,53439000,APPLE,-1.087127685546875,0.9942453339355676,0.0,3.0,False,False
2024-02-08,2,8,3,189.38999938964844,189.5399932861328,187.3500061035156,188.32000732421875,187.82525634765625,40962000,APPLE,0.768951416015625,1.0040939724026907,1.0,0.0,True,True
2024-02-09,2,9,4,188.6499938964844,189.9900054931641,188.0,188.8500061035156,188.59420776367188,45155200,APPLE,-1.6977081298828125,0.9909980897610056,0.0,1.0,False,False
2024-02-12,2,12,0,188.4199981689453,188.6699981689453,186.7899932861328,187.1499938964844,186.89649963378903,41781900,APPLE,-2.107147216796875,0.9887255929301744,1.0,0.0,False,False
2024-02-13,2,13,1,185.7700042724609,186.2100067138672,183.50999450683597,185.0399932861328,184.7893524169922,56529500,APPLE,-0.8887939453125,0.9951902318305283,2.0,0.0,False,False
2024-02-14,2,14,2,185.32000732421875,185.52999877929688,182.44000244140625,184.1499938964844,183.9005584716797,54630500,APPLE,-0.2895965576171875,0.9984252546048588,3.0,0.0,False,False
2024-02-15,2,15,3,183.5500030517578,184.4900054931641,181.3500061035156,183.8600006103516,183.6109619140625,65434500,APPLE,-1.54791259765625,0.9915696068387204,4.0,0.0,False,False
2024-02-16,2,16,4,183.4199981689453,184.8500061035156,181.6699981689453,182.30999755859372,182.06304931640625,49701400,APPLE,-0.7489776611328125,0.995886163260777,5.0,0.0,False,False
2024-02-20,2,20,1,181.7899932861328,182.42999267578125,180.0,181.55999755859372,181.31407165527344,53665600,APPLE,0.7589874267578125,1.004186037078252,6.0,0.0,True,True
2024-02-21,2,21,2,181.94000244140625,182.88999938964844,180.66000366210935,182.32000732421875,182.07305908203125,41529700,APPLE,2.047210693359375,1.0112438968383402,0.0,1.0,True,True
2024-02-22,2,22,3,183.47999572753903,184.9600067138672,182.4600067138672,184.3699951171875,184.12026977539065,52292200,APPLE,-1.8474884033203125,0.9899658608714073,0.0,2.0,False,False
2024-02-23,2,23,4,185.00999450683597,185.0399932861328,182.22999572753903,182.5200042724609,182.2727813720703,45119700,APPLE,-1.358154296875,0.9925487816301952,1.0,0.0,False,False
2024-02-26,2,26,0,182.2400054931641,182.75999450683597,180.6499938964844,181.16000366210935,180.9146270751953,40867400,APPLE,1.4680023193359375,1.0081143373704426,2.0,0.0,True,True
2024-02-27,2,27,1,181.1000061035156,183.9199981689453,179.55999755859375,182.6300048828125,182.38262939453125,54318900,APPLE,-1.2083740234375,0.993374511446353,0.0,1.0,False,False
2024-02-28,2,28,2,182.50999450683597,183.1199951171875,180.1300048828125,181.4199981689453,181.17425537109372,48953900,APPLE,-0.6690826416015625,0.9963069662395956,1.0,0.0,False,False
2024-02-29,2,29,3,181.2700042724609,182.57000732421875,179.52999877929688,180.75,180.5051727294922,136682600,APPLE,-1.0885162353515625,0.9939696119568672,2.0,0.0,False,False
2024-03-01,3,1,4,179.5500030517578,180.52999877929688,177.3800048828125,179.66000366210938,179.41665649414062,73488000,APPLE,-4.5538330078125,0.974618671996258,3.0,0.0,False,False
2024-03-04,3,4,0,176.14999389648438,176.89999389648438,173.7899932861328,175.10000610351562,174.86282348632812,81510100,APPLE,-4.9732513427734375,0.9715591270710422,4.0,0.0,False,False
2024-03-05,3,5,1,170.75999450683594,172.0399932861328,169.6199951171875,170.1199951171875,169.8895721435547,95132400,APPLE,-0.9986572265625,0.9941217273434614,5.0,0.0,False,False
2024-03-06,3,6,2,171.05999755859375,171.24000549316406,168.67999267578125,169.1199951171875,168.8909149169922,68587700,APPLE,-0.1198272705078125,0.999290504935883,6.0,0.0,False,False
2024-03-07,3,7,3,169.14999389648438,170.72999572753906,168.49000549316406,169.0,168.77108764648438,71765100,APPLE,1.7276458740234375,1.0102366222681591,7.0,0.0,True,True
2024-03-08,3,8,4,169.0,173.6999969482422,168.94000244140625,170.72999572753906,170.4987335205078,76114600,APPLE,2.01727294921875,1.0118316007841557,0.0,1.0,True,True
2024-03-11,3,11,0,172.94000244140625,174.3800048828125,172.0500030517578,172.75,172.51600646972656,60139500,APPLE,0.479339599609375,1.0027785224653545,0.0,2.0,True,True
2024-03-12,3,12,1,173.14999389648438,174.02999877929688,171.00999450683594,173.22999572753906,172.99534606933594,59825400,APPLE,-2.097137451171875,0.9878774920896928,0.0,3.0,False,False
2024-03-13,3,13,2,172.77000427246094,173.19000244140625,170.75999450683594,171.1300048828125,170.89820861816406,52488700,APPLE,1.867462158203125,1.0109273360633966,1.0,0.0,True,True
2024-03-14,3,14,3,172.91000366210938,174.30999755859375,172.0500030517578,173.0,172.7656707763672,72913500,APPLE,-0.379486083984375,0.9978034636031624,0.0,1.0,False,False
2024-03-15,3,15,4,171.1699981689453,172.6199951171875,170.2899932861328,172.6199951171875,172.3861846923828,121664700,APPLE,1.0985107421875,1.0063723827065827,1.0,0.0,True,True
2024-03-18,3,18,0,175.57000732421875,177.7100067138672,173.52000427246094,173.72000122070312,173.4846954345703,75604200,APPLE,2.356796264648437,1.0135850384885237,0.0,1.0,True,True
2024-03-19,3,19,1,174.33999633789062,176.61000061035156,173.02999877929688,176.0800018310547,175.84149169921875,55215200,APPLE,2.5865020751953125,1.0147092819231742,0.0,2.0,True,True
2024-03-20,3,20,2,175.72000122070312,178.6699981689453,175.08999633789062,178.6699981689453,178.42799377441406,53423100,APPLE,-7.290115356445312,0.9591425358642872,0.0,3.0,False,False
2024-03-21,3,21,3,177.0500030517578,177.49000549316406,170.83999633789062,171.3699951171875,171.13787841796875,106181300,APPLE,0.9087677001953124,1.0053101493871266,1.0,0.0,True,True
2024-03-22,3,22,4,171.75999450683594,173.0500030517578,170.05999755859375,172.27999877929688,172.04664611816406,71106600,APPLE,-1.4280548095703125,0.991699606811344,0.0,1.0,False,False
2024-03-25,3,25,0,170.57000732421875,171.94000244140625,169.4499969482422,170.85000610351562,170.61859130859375,54288300,APPLE,-1.138458251953125,0.9933274665836735,1.0,0.0,False,False
2024-03-26,3,26,1,170.0,171.4199981689453,169.5800018310547,169.7100067138672,169.48013305664062,57388400,APPLE,3.5951080322265625,1.0212125631918467,2.0,0.0,True,True
2024-03-27,3,27,2,170.41000366210938,173.60000610351562,170.11000061035156,173.30999755859375,173.0752410888672,60273300,APPLE,-1.8275146484375,0.9894409238609748,0.0,1.0,False,False
2024-03-28,3,28,3,171.75,172.22999572753906,170.50999450683594,171.47999572753906,171.2477264404297,65672700,APPLE,-1.448028564453125,0.9915442464869346,1.0,0.0,False,False
2024-04-01,4,1,0,171.19000244140625,171.25,169.47999572753906,170.02999877929688,169.79969787597656,46240500,APPLE,-1.1884002685546875,0.9930011638217242,2.0,0.0,False,False
2024-04-02,4,2,1,169.0800018310547,169.33999633789062,168.22999572753906,168.83999633789062,168.61129760742188,49329500,APPLE,0.80889892578125,1.0047974183062431,3.0,0.0,True,True
2024-04-03,4,3,2,168.7899932861328,170.67999267578125,168.5800018310547,169.64999389648438,169.42019653320312,47691700,APPLE,-0.828857421875,0.995107682325746,0.0,1.0,False,False
2024-04-04,4,4,3,170.2899932861328,171.9199981689453,168.82000732421875,168.82000732421875,168.59133911132812,53704400,APPLE,0.7589569091796875,1.004501755031903,1.0,0.0,True,True
2024-04-05,4,5,4,169.58999633789062,170.38999938964844,168.9499969482422,169.5800018310547,169.3502960205078,42055200,APPLE,-1.1284637451171875,0.9933365115288576,0.0,1.0,False,False
2024-04-08,4,8,0,169.02999877929688,169.1999969482422,168.24000549316406,168.4499969482422,168.22183227539062,37425500,APPLE,1.2183380126953125,1.007242448832092,1.0,0.0,True,True
2024-04-09,4,9,1,168.6999969482422,170.0800018310547,168.35000610351562,169.6699981689453,169.44017028808594,42451200,APPLE,-1.8874359130859373,0.9888607529732952,0.0,1.0,False,False
2024-04-10,4,10,2,168.8000030517578,169.08999633789062,167.11000061035156,167.77999877929688,167.552734375,49709300,APPLE,7.250167846679687,1.0432709610721904,1.0,0.0,True,True
2024-04-11,4,11,3,168.33999633789062,175.4600067138672,168.16000366210938,175.0399932861328,174.8029022216797,91070300,APPLE,1.507965087890625,1.0086266593330258,0.0,1.0,True,True
2024-04-12,4,12,4,174.25999450683594,178.36000061035156,174.2100067138672,176.5500030517578,176.3108673095703,101593300,APPLE,-3.854782104492188,0.9781364463613924,0.0,2.0,False,False
2024-04-15,4,15,0,175.36000061035156,176.6300048828125,172.5,172.69000244140625,172.45608520507812,73531800,APPLE,-3.305511474609375,0.9808327350659816,1.0,0.0,False,False
2024-04-16,4,16,1,171.75,173.75999450683594,168.27000427246094,169.3800048828125,169.15057373046875,73711200,APPLE,-1.3781280517578125,0.9918526551736456,2.0,0.0,False,False
2024-04-17,4,17,2,169.61000061035156,170.64999389648438,168.0,168.0,167.77244567871094,50901200,APPLE,-0.958709716796875,0.9942856545190214,3.0,0.0,False,False
2024-04-18,4,18,3,168.02999877929688,168.63999938964844,166.5500030517578,167.0399932861328,166.81373596191406,43122900,APPLE,-2.0372314453125,0.987787387929627,4.0,0.0,False,False
2024-04-19,4,19,4,166.2100067138672,166.39999389648438,164.0800018310547,165.0,164.77650451660156,67772100,APPLE,0.8388519287109375,1.005090846727037,5.0,0.0,True,True
2024-04-22,4,22,0,165.52000427246094,167.25999450683594,164.77000427246094,165.83999633789062,165.6153564453125,48116400,APPLE,1.058563232421875,1.0063916973349716,0.0,1.0,True,True
2024-04-23,4,23,1,165.35000610351562,167.0500030517578,164.9199981689453,166.89999389648438,166.67391967773438,49537800,APPLE,2.1171417236328125,1.012702297562368,0.0,2.0,True,True
2024-04-24,4,24,2,166.5399932861328,169.3000030517578,166.2100067138672,169.02000427246094,168.7910614013672,48251800,APPLE,0.8688201904296875,1.005147311612454,0.0,3.0,True,True
2024-04-25,4,25,3,169.52999877929688,170.61000061035156,168.14999389648438,169.88999938964844,169.65988159179688,50558300,APPLE,-0.589202880859375,0.9965271525870978,0.0,4.0,False,False
2024-04-26,4,26,4,169.8800048828125,171.33999633789062,169.17999267578125,169.3000030517578,169.0706787109375,44838400,APPLE,4.194305419921875,1.0248080001328497,1.0,0.0,True,True
2024-04-29,4,29,0,173.3699951171875,176.02999877929688,173.10000610351562,173.5,173.26498413085938,68169400,APPLE,-3.1656951904296875,0.9817291693049832,0.0,1.0,False,False
2024-04-30,4,30,1,173.3300018310547,174.99000549316406,170.0,170.3300018310547,170.0992889404297,65934800,APPLE,-1.0286102294921875,0.9939528834253244,1.0,0.0,False,False
2024-05-01,5,1,2,169.5800018310547,172.7100067138672,169.11000061035156,169.3000030517578,169.0706787109375,50383100,APPLE,3.724945068359375,1.0220318809669415,2.0,0.0,True,True
2024-05-02,5,2,3,172.50999450683594,173.4199981689453,170.88999938964844,173.02999877929688,172.79562377929688,94214900,APPLE,10.335983276367188,1.0598162329016434,0.0,1.0,True,True
2024-05-03,5,3,4,186.6499938964844,187.0,182.66000366210935,183.3800048828125,183.1316070556641,163224100,APPLE,-1.667724609375,0.9908932999814276,0.0,2.0,False,False
2024-05-06,5,6,0,182.3500061035156,184.1999969482422,180.4199981689453,181.7100067138672,181.46388244628903,78569700,APPLE,0.6890411376953125,1.0037971255128373,1.0,0.0,True,True
2024-05-07,5,7,1,183.4499969482422,184.8999938964844,181.32000732421875,182.3999938964844,182.1529235839844,77305800,APPLE,0.3395538330078125,1.0018641140988949,0.0,1.0,True,False
2024-05-08,5,8,2,182.8500061035156,183.07000732421875,181.4499969482422,182.7400054931641,182.4924774169922,45057100,APPLE,1.8275299072265625,1.0100142752901025,0.0,2.0,True,True
2024-05-09,5,9,3,182.55999755859372,184.66000366210935,182.1100006103516,184.57000732421875,184.32000732421875,48983000,APPLE,-1.2700042724609375,0.9931097861219862,0.0,3.0,False,False
2024-05-10,5,10,4,184.8999938964844,185.08999633789065,182.1300048828125,183.0500030517578,183.0500030517578,50759500,APPLE,3.2299957275390625,1.0176454284276946,1.0,0.0,True,True
2024-05-13,5,13,0,185.44000244140625,187.1000061035156,184.6199951171875,186.27999877929688,186.27999877929688,72044800,APPLE,1.149993896484375,1.0061734695298494,0.0,1.0,True,True
2024-05-14,5,14,1,187.50999450683597,188.3000030517578,186.2899932861328,187.42999267578125,187.42999267578125,52393600,APPLE,2.290008544921875,1.0122179407480592,0.0,2.0,True,True
2024-05-15,5,15,2,187.91000366210935,190.6499938964844,187.3699951171875,189.72000122070312,189.72000122070312,70400000,APPLE,0.1199951171875,1.000632485327933,0.0,3.0,True,False
2024-05-16,5,16,3,190.47000122070312,191.1000061035156,189.66000366210935,189.83999633789065,189.83999633789065,52845200,APPLE,0.029998779296875,1.0001580213857753,0.0,4.0,True,False
2024-05-17,5,17,4,189.50999450683597,190.80999755859372,189.17999267578125,189.8699951171875,189.8699951171875,41282900,APPLE,1.1699981689453125,1.0061621014327369,0.0,5.0,True,True
2024-05-20,5,20,0,189.3300018310547,191.9199981689453,189.00999450683597,191.0399932861328,191.0399932861328,44361300,APPLE,1.3100128173828125,1.0068572700137228,0.0,6.0,True,True
2024-05-21,5,21,1,191.08999633789065,192.72999572753903,190.9199981689453,192.3500061035156,192.3500061035156,42309400,APPLE,-1.45001220703125,0.9924615952117468,0.0,7.0,False,False
2024-05-22,5,22,2,192.2700042724609,192.82000732421875,190.2700042724609,190.8999938964844,190.8999938964844,34648500,APPLE,-4.019989013671875,0.9789419112509156,1.0,0.0,False,False
2024-05-23,5,23,3,190.97999572753903,191.0,186.6300048828125,186.8800048828125,186.8800048828125,51005900,APPLE,3.0999908447265625,1.016588135507972,2.0,0.0,True,True
2024-05-24,5,24,4,188.82000732421875,190.5800018310547,188.0399932861328,189.97999572753903,189.97999572753903,36294600,APPLE,0.010009765625,1.0000526885243188,0.0,1.0,True,False
2024-05-28,5,28,1,191.50999450683597,193.0,189.1000061035156,189.9900054931641,189.9900054931641,52280100,APPLE,0.29998779296875,1.001578966178721,0.0,2.0,True,False
2024-05-29,5,29,2,189.6100006103516,192.25,189.50999450683597,190.2899932861328,190.2899932861328,53068000,APPLE,1.0,1.0052551370817295,0.0,3.0,True,True
2024-05-30,5,30,3,190.75999450683597,192.17999267578125,190.6300048828125,191.2899932861328,191.2899932861328,49947900,APPLE,0.9600067138671876,1.0050185934840363,0.0,4.0,True,True
2024-05-31,5,31,4,191.44000244140625,192.57000732421875,189.91000366210935,192.25,192.25,75158300,APPLE,1.779998779296875,1.0092587712837289,0.0,5.0,True,True
2024-06-03,6,3,0,192.8999938964844,194.9900054931641,192.5200042724609,194.02999877929688,194.02999877929688,50080500,APPLE,0.32000732421875,1.0016492672588364,0.0,6.0,True,False
2024-06-04,6,4,1,194.63999938964844,195.32000732421875,193.02999877929688,194.3500061035156,194.3500061035156,47471400,APPLE,1.519989013671875,1.00782088482602,0.0,7.0,True,True
2024-06-05,6,5,2,195.3999938964844,196.8999938964844,194.8699951171875,195.8699951171875,195.8699951171875,54156800,APPLE,-1.3899993896484375,0.9929034593133226,0.0,8.0,False,False
2024-06-06,6,6,3,195.69000244140625,196.5,194.1699981689453,194.47999572753903,194.47999572753903,41181800,APPLE,2.410003662109375,1.0123920388474592,1.0,0.0,True,True
2024-06-07,6,7,4,194.6499938964844,196.94000244140625,194.13999938964844,196.88999938964844,196.88999938964844,53103900,APPLE,-3.7700042724609375,0.9808522307676988,0.0,1.0,False,False
2024-06-10,6,10,0,196.8999938964844,197.3000030517578,192.1499938964844,193.1199951171875,193.1199951171875,97262100,APPLE,14.029998779296877,1.0726491255904564,1.0,0.0,True,True
2024-06-11,6,11,1,193.6499938964844,207.16000366210935,193.6300048828125,207.1499938964844,207.1499938964844,172373300,APPLE,5.920013427734375,1.0285783905486992,0.0,1.0,True,True
2024-06-12,6,12,2,207.3699951171875,220.1999969482422,206.8999938964844,213.07000732421875,213.07000732421875,198134300,APPLE,1.1699981689453125,1.0054911443597268,0.0,2.0,True,True
2024-06-13,6,13,3,214.7400054931641,216.75,211.6000061035156,214.2400054931641,214.2400054931641,97862700,APPLE,-1.75,0.9918315909487976,0.0,3.0,False,False
2024-06-14,6,14,4,213.8500061035156,215.1699981689453,211.3000030517578,212.4900054931641,212.4900054931641,70122700,APPLE,4.17999267578125,1.0196714789765289,1.0,0.0,True,True
2024-06-17,6,17,0,213.3699951171875,218.9499969482422,212.72000122070312,216.6699981689453,216.6699981689453,93728300,APPLE,-2.3800048828125,0.989015530978328,0.0,1.0,False,False
2024-06-18,6,18,1,217.58999633789065,218.6300048828125,213.0,214.2899932861328,214.2899932861328,79943300,APPLE,-4.6100006103515625,0.9784870934024624,1.0,0.0,False,False
2024-06-20,6,20,3,213.92999267578125,214.2400054931641,208.8500061035156,209.67999267578125,209.67999267578125,86172500,APPLE,-2.1899871826171875,0.9895555739263904,2.0,0.0,False,False
2024-06-21,6,21,4,210.38999938964844,211.88999938964844,207.1100006103516,207.4900054931641,207.4900054931641,246421400,APPLE,0.649993896484375,1.003132651594179,3.0,0.0,True,True
2024-06-24,6,24,0,207.72000122070312,212.6999969482422,206.58999633789065,208.13999938964844,208.13999938964844,80727000,APPLE,0.9300079345703124,1.0044681845743129,0.0,1.0,True,True
2024-06-25,6,25,1,209.1499938964844,211.3800048828125,208.6100006103516,209.07000732421875,209.07000732421875,56713900,APPLE,4.17999267578125,1.019993267945407,0.0,2.0,True,True
2024-06-26,6,26,2,211.5,214.8600006103516,210.63999938964844,213.25,213.25,66213200,APPLE,0.850006103515625,1.003985960626099,0.0,3.0,True,True
2024-06-27,6,27,3,214.69000244140625,215.7400054931641,212.3500061035156,214.1000061035156,214.1000061035156,49772700,APPLE,-3.480010986328125,0.983745862274074,0.0,4.0,False,False
2024-06-28,6,28,4,215.7700042724609,216.07000732421875,210.3000030517578,210.6199951171875,210.6199951171875,82542700,APPLE,6.1300048828125,1.0291045723337038,1.0,0.0,True,True
2024-07-01,7,1,0,212.08999633789065,217.50999450683597,211.9199981689453,216.75,216.75,60402900,APPLE,3.520004272460937,1.0162399274392662,0.0,1.0,True,True
2024-07-02,7,2,1,216.1499938964844,220.3800048828125,215.1000061035156,220.2700042724609,220.2700042724609,58046200,APPLE,1.279998779296875,1.0058110444203452,0.0,2.0,True,True
2024-07-03,7,3,2,220.0,221.5500030517578,219.02999877929688,221.5500030517578,221.5500030517578,37369800,APPLE,4.7899932861328125,1.0216203711133047,0.0,3.0,True,True
2024-07-05,7,5,4,221.6499938964844,226.4499969482422,221.6499938964844,226.33999633789065,226.33999633789065,60412400,APPLE,1.480010986328125,1.0065388840252465,0.0,4.0,True,True
2024-07-08,7,8,0,227.08999633789065,227.8500061035156,223.25,227.82000732421875,227.82000732421875,59085900,APPLE,0.8599853515625,1.003774845597027,0.0,5.0,True,True
2024-07-09,7,9,1,227.92999267578125,229.3999938964844,226.3699951171875,228.67999267578125,228.67999267578125,48076100,APPLE,4.3000030517578125,1.0188035822524024,0.0,6.0,True,True
2024-07-10,7,10,2,229.3000030517578,233.0800018310547,229.25,232.97999572753903,232.97999572753903,62627700,APPLE,-5.4099884033203125,0.9767791720210732,0.0,7.0,False,False
2024-07-11,7,11,3,231.38999938964844,232.38999938964844,225.7700042724609,227.57000732421875,227.57000732421875,64710600,APPLE,2.9699859619140625,1.0130508672774383,1.0,0.0,True,True
2024-07-12,7,12,4,228.9199981689453,232.63999938964844,228.67999267578125,230.5399932861328,230.5399932861328,53008200,APPLE,3.8600006103515625,1.0167433014781118,0.0,1.0,True,True
2024-07-15,7,15,0,236.47999572753903,237.22999572753903,233.08999633789065,234.3999938964844,234.3999938964844,62631300,APPLE,0.420013427734375,1.0017918662059346,0.0,2.0,True,False
2024-07-16,7,16,1,235.0,236.2700042724609,232.3300018310547,234.82000732421875,234.82000732421875,43234300,APPLE,-5.94000244140625,0.9747040190097396,0.0,3.0,False,False
2024-01-02,1,2,1,139.60000610351562,140.61500549316406,137.74000549316406,139.55999755859375,139.4013671875,20071900,GOOGLE,0.7990875244140625,1.0057322789620795,0.0,0.0,True,True
2024-01-03,1,3,2,138.60000610351562,141.08999633789062,138.42999267578125,140.36000061035156,140.20045471191406,18974300,GOOGLE,-2.317367553710937,0.983471041099883,0.0,1.0,False,False
2024-01-04,1,4,3,139.85000610351562,140.63499450683594,138.00999450683594,138.0399932861328,137.88308715820312,18253300,GOOGLE,-0.6492462158203125,0.9952913281157144,1.0,0.0,False,False
2024-01-05,1,5,4,138.3520050048828,138.80999755859375,136.85000610351562,137.38999938964844,137.2338409423828,15433200,GOOGLE,3.1364288330078125,1.0228546312736713,2.0,0.0,True,True
2024-01-08,1,8,0,138.0,140.63999938964844,137.8800048828125,140.52999877929688,140.37026977539062,17645300,GOOGLE,2.027679443359375,1.014445220106821,0.0,1.0,True,True
2024-01-09,1,9,1,140.05999755859375,142.8000030517578,139.7899932861328,142.55999755859375,142.39794921875,19579700,GOOGLE,1.2386016845703125,1.008698170804887,0.0,2.0,True,True
2024-01-10,1,10,2,142.52000427246094,144.52499389648438,142.4600067138672,143.8000030517578,143.6365509033203,16641900,GOOGLE,-0.129852294921875,0.9990959662139948,0.0,3.0,False,False
2024-01-11,1,11,3,144.89500427246094,146.66000366210938,142.21499633789062,143.6699981689453,143.50669860839844,17471100,GOOGLE,0.5693511962890625,1.0039674189554224,1.0,0.0,True,True
2024-01-12,1,12,4,144.33999633789062,144.74000549316406,143.36000061035156,144.24000549316406,144.0760498046875,13995200,GOOGLE,-0.159820556640625,0.9988907208598704,0.0,1.0,False,False
2024-01-16,1,16,1,143.42999267578125,145.83999633789062,143.05599975585938,144.0800018310547,143.91622924804688,19198900,GOOGLE,-1.1886444091796875,0.9917407201717952,1.0,0.0,False,False
2024-01-17,1,17,2,142.91000366210938,143.41000366210938,140.50999450683594,142.88999938964844,142.7275848388672,17884500,GOOGLE,2.0976104736328125,1.01469660175362,2.0,0.0,True,True
2024-01-18,1,18,3,143.44000244140625,145.5850067138672,143.35000610351562,144.99000549316406,144.8251953125,18876800,GOOGLE,2.9766082763671875,1.02055311073425,0.0,1.0,True,True
2024-01-19,1,19,4,146.30499267578125,148.0399932861328,145.8000030517578,147.97000122070312,147.8018035888672,27170900,GOOGLE,-0.2596893310546875,0.9982429894307848,0.0,2.0,False,False
2024-01-22,1,22,0,148.7100067138672,150.01499938964844,147.5800018310547,147.7100067138672,147.5421142578125,21829200,GOOGLE,0.9688873291015624,1.0065668526845737,1.0,0.0,True,True
2024-01-23,1,23,1,147.72000122070312,148.86000061035156,147.19000244140625,148.67999267578125,148.51100158691406,14113600,GOOGLE,1.6681060791015625,1.0112322054344596,0.0,1.0,True,True
2024-01-24,1,24,2,150.2899932861328,151.57000732421875,149.83999633789062,150.35000610351562,150.17910766601562,19245000,GOOGLE,3.2862548828125,1.0218822373756595,0.0,2.0,True,True
2024-01-25,1,25,3,151.74000549316406,154.75999450683594,151.22000122070312,153.63999938964844,153.46536254882812,21495100,GOOGLE,0.1498260498046875,1.0009762857710451,0.0,3.0,True,False
