Open,High,Low,Close,Adj Close,Volume,company_name,Will Increase,close_variation,close_variation%,days_since_last_increase,days_since_last_decrease
184.22000122070312,185.8800048828125,183.42999267578125,184.25,183.7659454345703,58414500,APPLE,False,-1.3863372802734375,0.9925124483482142,1.0,0.0
182.14999389648438,183.08999633789062,180.8800048828125,181.91000366210938,181.43209838867188,71983600,APPLE,False,-2.3338470458984375,0.9872998936751891,2.0,0.0
181.99000549316406,182.75999450683594,180.1699981689453,181.17999267578125,180.70399475097656,62303300,APPLE,True,-0.7281036376953125,0.9959869083576626,3.0,0.0
182.08999633789062,185.60000610351562,181.5,185.55999755859375,185.07249450683594,59144500,APPLE,False,4.368499755859375,1.024174893100064,0.0,1.0
183.9199981689453,185.14999389648438,182.72999572753906,185.13999938964844,184.65359497070312,42841800,APPLE,True,-0.4188995361328125,0.9977365651376287,1.0,0.0
184.35000610351562,186.39999389648438,183.9199981689453,186.19000244140625,185.70083618164062,46792900,APPLE,False,1.0472412109375,1.005671382737518,0.0,1.0
186.5399932861328,187.0500030517578,183.6199951171875,185.58999633789062,185.1024169921875,49128400,APPLE,True,-0.598419189453125,0.9967775094514503,1.0,0.0
186.05999755859375,186.74000549316406,185.19000244140625,185.9199981689453,185.43154907226562,40444700,APPLE,False,0.329132080078125,1.0017781079546466,0.0,1.0
182.16000366210938,184.25999450683594,180.92999267578125,183.6300048828125,183.14756774902344,65603000,APPLE,False,-2.2839813232421875,0.9876828871102614,1.0,0.0
181.27000427246094,182.92999267578125,180.3000030517578,182.67999267578125,182.20005798339844,47317400,APPLE,True,-0.947509765625,0.9948265228019658,2.0,0.0
186.08999633789062,189.13999938964844,185.8300018310547,188.6300048828125,188.1344451904297,78005800,APPLE,True,5.93438720703125,1.0325707207380361,0.0,1.0
189.3300018310547,191.9499969482422,188.82000732421875,191.55999755859375,191.05673217773438,68741000,APPLE,True,2.9222869873046875,1.0155329715637493,0.0,2.0
192.3000030517578,195.3300018310547,192.25999450683594,193.88999938964844,193.38059997558594,60133900,APPLE,True,2.3238677978515625,1.012163234298856,0.0,3.0
195.02000427246094,195.75,193.8300018310547,195.17999267578125,194.66722106933594,42355600,APPLE,False,1.28662109375,1.00665331007305,0.0,4.0
195.4199981689453,196.3800048828125,194.33999633789062,194.5,193.98899841308594,53631300,APPLE,False,-0.67822265625,0.996515989427884,1.0,0.0
195.22000122070312,196.27000427246094,193.11000061035156,194.1699981689453,193.65988159179688,54822100,APPLE,False,-0.3291168212890625,0.9983034253283363,2.0,0.0
194.27000427246094,194.75999450683594,191.94000244140625,192.4199981689453,191.9144744873047,44594000,APPLE,False,-1.7454071044921875,0.9909872551292207,3.0,0.0
192.00999450683594,192.1999969482422,189.5800018310547,191.72999572753906,191.22628784179688,47145600,APPLE,False,-0.6881866455078125,0.9964140972308301,4.0,0.0
190.94000244140625,191.8000030517578,187.47000122070312,188.0399932861328,187.5459747314453,55859400,APPLE,False,-3.6803131103515625,0.9807541465564802,5.0,0.0
187.0399932861328,187.10000610351562,184.35000610351562,184.39999389648438,183.91554260253906,55467800,APPLE,True,-3.63043212890625,0.9806424417580553,6.0,0.0
183.99000549316406,186.9499969482422,183.82000732421875,186.86000061035156,186.3690948486328,64885400,APPLE,False,2.45355224609375,1.0133406465346768,0.0,1.0
179.86000061035156,187.3300018310547,179.25,185.85000610351562,185.3617401123047,102518000,APPLE,True,-1.007354736328125,0.9945948402166878,1.0,0.0
188.14999389648438,189.25,185.83999633789062,187.67999267578125,187.18692016601562,69668800,APPLE,True,1.8251800537109375,1.0098465845897062,0.0,1.0
186.86000061035156,189.30999755859375,186.77000427246094,189.3000030517578,188.80267333984375,43490800,APPLE,True,1.615753173828125,1.0086317632257378,0.0,2.0
190.63999938964844,191.0500030517578,188.61000061035156,189.41000366210938,188.9123992919922,53439000,APPLE,False,0.1097259521484375,1.0005811673648866,0.0,3.0
189.38999938964844,189.5399932861328,187.35000610351562,188.32000732421875,187.82525634765625,40962000,APPLE,True,-1.0871429443359375,0.9942452536286113,1.0,0.0
188.64999389648438,189.99000549316406,188.0,188.85000610351562,188.59420776367188,45155200,APPLE,False,0.768951416015625,1.0040939724026907,0.0,1.0
188.4199981689453,188.6699981689453,186.7899932861328,187.14999389648438,186.89649963378906,41781900,APPLE,False,-1.6977081298828125,0.9909980897610057,1.0,0.0
185.77000427246094,186.2100067138672,183.50999450683594,185.0399932861328,184.7893524169922,56529500,APPLE,False,-2.107147216796875,0.9887255929301743,2.0,0.0
185.32000732421875,185.52999877929688,182.44000244140625,184.14999389648438,183.9005584716797,54630500,APPLE,False,-0.8887939453125,0.9951902318305285,3.0,0.0
183.5500030517578,184.49000549316406,181.35000610351562,183.86000061035156,183.6109619140625,65434500,APPLE,False,-0.2895965576171875,0.9984252546048588,4.0,0.0
183.4199981689453,184.85000610351562,181.6699981689453,182.30999755859375,182.06304931640625,49701400,APPLE,False,-1.54791259765625,0.9915696068387205,5.0,0.0
181.7899932861328,182.42999267578125,180.0,181.55999755859375,181.31407165527344,53665600,APPLE,True,-0.7489776611328125,0.995886163260777,6.0,0.0
181.94000244140625,182.88999938964844,180.66000366210938,182.32000732421875,182.07305908203125,41529700,APPLE,True,0.7589874267578125,1.004186037078252,0.0,1.0
183.47999572753906,184.9600067138672,182.4600067138672,184.3699951171875,184.12026977539062,52292200,APPLE,False,2.047210693359375,1.0112438968383402,0.0,2.0
185.00999450683594,185.0399932861328,182.22999572753906,182.52000427246094,182.2727813720703,45119700,APPLE,False,-1.8474884033203125,0.9899658608714071,1.0,0.0
