Date,Close,close_predicted
1971-08-10,103.04000091552734,91.72637
1971-08-11,104.08000183105467,91.3117
1971-08-12,105.20999908447266,91.393425
1971-08-13,105.44000244140624,91.3948
1971-08-16,107.86000061035156,91.51844
1971-08-17,108.93000030517578,91.652275
1971-08-18,108.38999938964844,90.46756
1971-08-19,108.01000213623048,89.802444
1971-08-20,107.88999938964844,89.59391
1971-08-23,108.26000213623048,89.78307
1971-08-24,108.5999984741211,89.84602
1971-08-25,108.8499984741211,89.51195
1971-08-26,108.97000122070312,88.77362
1971-08-27,109.3000030517578,88.67699
1971-08-30,108.70999908447266,88.62864
1971-08-31,108.41999816894533,89.05631
1971-09-01,108.6500015258789,89.513016
1971-09-02,108.95999908447266,90.05962
1971-09-03,109.9800033569336,90.60205
1971-09-07,110.52999877929688,90.99431
1971-09-08,110.58000183105467,91.13345
1971-09-09,110.5500030517578,90.63174
1971-09-10,110.41999816894533,90.451584
1971-09-13,110.22000122070312,90.632034
1971-09-14,109.7699966430664,90.76379
1971-09-15,109.79000091552734,90.34815
1971-09-16,109.77999877929688,90.197624
1971-09-17,110.0999984741211,90.238045
1971-09-20,109.98999786376952,90.23834
1971-09-21,109.81999969482422,89.29489
1971-09-22,108.98999786376952,87.9888
1971-09-23,108.8000030517578,87.06561
1971-09-24,108.87999725341795,87.25078
1971-09-27,108.18000030517578,87.44733
1971-09-28,108.37999725341795,87.57347
1971-09-29,108.5999984741211,87.473915
1971-09-30,109.02999877929688,87.99774
1971-10-01,109.58000183105467,88.41254
1971-10-04,109.95999908447266,88.93237
1971-10-05,109.98999786376952,89.19795
1971-10-06,110.68000030517578,89.58265
1971-10-07,110.9800033569336,90.21289
1971-10-08,110.73999786376952,90.60712
1971-10-11,110.70999908447266,91.07312
1971-10-12,110.91000366210938,91.42318
1971-10-13,110.69000244140624,91.17226
1971-10-14,109.87000274658205,90.91657
1971-10-15,109.5999984741211,91.21572
1971-10-18,109.05999755859376,90.71836
1971-10-19,107.98999786376952,90.28866
1971-10-20,106.58000183105467,90.57391
1971-10-21,106.61000061035156,90.55186
1971-10-22,106.8000030517578,90.43239
1971-10-25,106.29000091552734,90.49868
1971-10-26,105.69000244140624,90.28681
1971-10-27,104.27999877929688,89.68721
1971-10-28,104.5,88.78501
1971-10-29,105.0999984741211,87.44083
1971-11-01,103.69000244140624,86.84927
1971-11-02,103.54000091552734,86.91575
1971-11-03,105.01000213623048,85.95655
1971-11-04,105.55999755859376,84.97971
1971-11-05,105.45999908447266,84.668465
1971-11-08,105.43000030517578,84.9945
1971-11-09,105.72000122070312,84.46739
1971-11-10,104.86000061035156,84.26381
1971-11-11,103.73999786376952,84.912346
1971-11-12,103.91000366210938,85.71201
1971-11-15,103.44000244140624,85.92663
1971-11-16,103.70999908447266,87.755
1971-11-17,103.63999938964844,88.68694
1971-11-18,103.44000244140624,88.474655
1971-11-19,102.9499969482422,88.27054
1971-11-22,101.79000091552734,88.19393
1971-11-23,100.30999755859376,88.496
1971-11-24,100.4000015258789,88.82733
1971-11-26,101.63999938964844,89.12564
1971-11-29,103.08000183105467,89.32631
1971-11-30,103.97000122070312,89.66509
1971-12-01,105.0,89.315994
1971-12-02,106.1500015258789,89.13745
1971-12-03,107.26000213623048,89.30943
1971-12-06,106.91999816894533,89.56834
1971-12-07,107.26000213623048,90.38309
1971-12-08,107.70999908447266,90.89857
1971-12-09,107.97000122070312,91.05416
1971-12-10,108.80999755859376,91.106026
1971-12-13,109.16000366210938,91.049515
1971-12-14,109.06999969482422,90.92504
1971-12-15,109.4499969482422,90.60527
1971-12-16,110.01000213623048,90.61498
1971-12-17,110.5199966430664,90.611824
1971-12-20,111.5,90.867516
1971-12-21,111.7300033569336,90.81976
1971-12-22,111.97000122070312,90.713585
1971-12-23,111.94000244140624,90.08901
1971-12-27,111.6999969482422,89.887215
1971-12-28,111.93000030517578,89.88084
1971-12-29,112.56999969482422,89.33125
1971-12-30,112.97000122070312,89.42181
1971-12-31,114.12000274658205,89.53865
1972-01-03,113.6500015258789,89.84638
1972-01-04,113.93000030517578,90.264694
1972-01-05,114.83000183105467,90.5785
1972-01-06,115.72000122070312,90.63686
1972-01-07,116.0500030517578,91.165405
1972-01-10,116.0999984741211,91.43117
1972-01-11,116.63999938964844,91.313965
1972-01-12,116.9000015258789,91.3185
1972-01-13,116.41999816894533,91.4816
1972-01-14,116.73999786376952,91.35253
1972-01-17,116.93000030517578,90.76921
1972-01-18,117.66000366210938,90.53892
1972-01-19,117.4499969482422,90.09724
1972-01-20,117.31999969482422,89.25763
1972-01-21,117.20999908447266,88.1153
1972-01-24,116.48999786376952,87.97843
1972-01-25,116.3000030517578,88.002396
1972-01-26,116.38999938964844,87.572334
1972-01-27,117.37000274658205,87.05071
1972-01-28,118.44000244140624,85.88227
1972-01-31,118.87000274658205,85.85527
1972-02-01,119.58000183105467,86.1534
1972-02-02,120.47000122070312,85.05614
1972-02-03,120.66000366210938,84.82018
1972-02-04,121.23999786376952,85.76424
1972-02-07,121.13999938964844,86.162636
1972-02-08,121.3499984741211,86.13062
1972-02-09,122.16000366210938,86.10147
1972-02-10,122.70999908447266,86.28348
1972-02-11,122.86000061035156,85.63487
1972-02-14,122.26000213623048,84.75509
1972-02-15,122.61000061035156,84.769394
1972-02-16,123.3499984741211,84.35877
1972-02-17,123.44000244140624,84.52026
1972-02-18,123.4000015258789,84.45117
1972-02-22,123.3000030517578,84.293915
1972-02-23,123.61000061035156,83.89831
1972-02-24,124.0,82.97405
1972-02-25,124.83000183105467,81.75184
1972-02-28,124.94000244140624,81.63172
1972-02-29,125.37999725341795,82.42334
1972-03-01,126.29000091552733,83.50307
1972-03-02,126.58000183105466,84.2678
1972-03-03,127.19000244140625,85.13972
1972-03-06,127.87999725341797,86.09551
1972-03-07,127.83000183105467,87.04582
1972-03-08,128.39999389648438,86.9477
1972-03-09,128.85000610351562,87.29692
1972-03-10,128.5500030517578,87.71356
1972-03-13,127.33999633789064,88.029335
1972-03-14,127.73000335693361,88.78703
1972-03-15,128.13999938964844,89.2128
1972-03-16,127.7699966430664,89.311584
