Date,Close,close_predicted
2016-07-07,-1.4068315306867396,-1.4100304
2016-07-08,-1.3827313748978187,-1.4076418
2016-07-11,-1.3731213095392596,-1.4117453
2016-07-12,-1.3628181349041772,-1.4149144
2016-07-13,-1.3679697222217184,-1.4183416
2016-07-14,-1.359429862331326,-1.416403
2016-07-15,-1.3607773703853856,-1.406547
2016-07-18,-1.3528826364153586,-1.3986388
2016-07-19,-1.3587335149142035,-1.3951224
2016-07-20,-1.3425882930728208,-1.3921667
2016-07-21,-1.3474204819766742,-1.3934344
2016-07-22,-1.3395045529045406,-1.3943883
2016-07-25,-1.3402672822039547,-1.395269
2016-07-26,-1.336523402917984,-1.4002117
2016-07-27,-1.327552428763218,-1.4044954
2016-07-28,-1.3229795854837505,-1.4075632
2016-07-29,-1.3208243085383002,-1.411388
2016-08-01,-1.3141714014882186,-1.4191941
2016-08-02,-1.3281794505338673,-1.4262649
2016-08-03,-1.3215446476335015,-1.4266909
2016-08-04,-1.3195823344301456,-1.4293774
2016-08-05,-1.303042206623821,-1.4329555
2016-08-08,-1.3054477035246945,-1.4355588
2016-08-09,-1.3017279631050118,-1.435665
2016-08-10,-1.3080280600179464,-1.4342065
2016-08-11,-1.3008477776147576,-1.4289488
2016-08-12,-1.299494234844126,-1.4282595
2016-08-15,-1.2907132806672728,-1.4302998
2016-08-16,-1.3012366488631275,-1.4335284
2016-08-17,-1.3007693262993218,-1.4320726
2016-08-18,-1.2973058405516344,-1.4339851
2016-08-19,-1.2978393978095226,-1.4339994
2016-08-22,-1.2959643672141468,-1.4351915
2016-08-23,-1.291298059421918,-1.4325396
2016-08-24,-1.3040762037925562,-1.4303856
2016-08-25,-1.3057310408271594,-1.4226043
2016-08-26,-1.3037054366939023,-1.4118474
2016-08-29,-1.2996630597199323,-1.4052212
2016-08-30,-1.302478475783073,-1.3996291
2016-08-31,-1.3054235646584067,-1.3957639
2016-09-01,-1.3012064752802677,-1.3936859
2016-09-02,-1.2943667863928727,-1.3910202
2016-09-06,-1.2865262176837844,-1.3928478
2016-09-07,-1.2841086513497668,-1.391825
2016-09-08,-1.2914789537308684,-1.3915391
2016-09-09,-1.3317424355108878,-1.389851
2016-09-12,-1.3058245053399204,-1.3904196
2016-09-13,-1.3228981904041333,-1.3984953
2016-09-14,-1.3173154888222185,-1.4087307
2016-09-15,-1.294430077322774,-1.4156853
2016-09-16,-1.2959734928831093,-1.4196122
2016-09-19,-1.2988492561119698,-1.4198744
2016-09-20,-1.296944051933734,-1.4228692
2016-09-21,-1.2807174350127342,-1.421866
2016-09-22,-1.2673515681232692,-1.4198956
2016-09-23,-1.2775312518509394,-1.4193244
2016-09-26,-1.292078745682839,-1.4118111
2016-09-27,-1.2775433212840834,-1.425398
2016-09-28,-1.2736728601383103,-1.4400061
2016-09-29,-1.2885640384383945,-1.4434798
2016-09-30,-1.2756472427748102,-1.438527
